name,arm,c_px,L_over_A,iou,abs_err_cd_mean,cd_ref,cd_pert,ler_ref,ler_pert,lwr_ref,lwr_pert
00000113,rademacher,3.0,0.025495290678791815,0.9294210200985259,0.0008370535714306016,79.04185267857143,79.041015625,3.376893023172162,9.28252919375291,4.967524029201213,13.114237162462754
00000113,gaussian,3.0,0.025495290678791815,0.9283133701551908,0.3685825892857224,79.04185267857143,78.67327008928571,3.376893023172162,11.840118003926353,4.967524029201213,16.862875514191455
00000114,constant,1.0,0.024537444277130886,0.9761468156944929,2.0,81.87744140625,83.87744140625,4.583117030323722,4.583117030323721,5.366740102796385,5.366740102796385
00000114,rademacher,1.0,0.024537444277130886,0.975866435028415,0.072265625,81.87744140625,81.94970703125,4.583117030323722,5.4803045684004505,5.366740102796385,6.811374613368476
00000114,gaussian,1.0,0.024537444277130886,0.975864800478228,0.060546875,81.87744140625,81.93798828125,4.583117030323722,6.023911332603102,5.366740102796385,7.631928006436878
00000114,constant,2.0,0.024537444277130886,0.9534077793003065,4.0,81.87744140625,85.87744140625,4.583117030323722,4.583117030323722,5.366740102796385,5.366740102796385
00000114,rademacher,2.0,0.024537444277130886,0.9523184818241845,0.109375,81.87744140625,81.98681640625,4.583117030323722,7.563572955957467,5.366740102796385,10.114900384887804
00000114,gaussian,2.0,0.024537444277130886,0.9513366975228655,0.14453125,81.87744140625,81.73291015625,4.583117030323722,9.028707048407888,5.366740102796385,12.107287064405881
00000114,constant,3.0,0.024537444277130886,0.9317092008245681,6.0,81.87744140625,87.87744140625,4.583117030323722,4.583117030323722,5.366740102796385,5.366740102796385
00000114,rademacher,3.0,0.024537444277130886,0.9291635093825361,0.28125,81.87744140625,81.59619140625,4.583117030323722,10.132995193356756,5.366740102796385,14.009761868514877
00000114,gaussian,3.0,0.024537444277130886,0.9294768293734019,0.2099609375,81.87744140625,82.08740234375,4.583117030323722,12.145583829319158,5.366740102796385,16.43407417127537
00000124,constant,1.0,0.035153894569126015,0.9679454681009693,1.9131541005851886,57.80934611144093,59.72250021202612,6.691911293906652,6.691911293906652,9.977564941195403,9.977564941195403
00000124,rademacher,1.0,0.035153894569126015,0.9666681580242494,0.04571283182087882,57.80934611144093,57.76363327962005,6.691911293906652,7.544737675792877,9.977564941195403,11.157867563678625
00000124,gaussian,1.0,0.035153894569126015,0.9677523244495408,0.05987617674497869,57.80934611144093,57.74946993469595,6.691911293906652,7.981971109665549,9.977564941195403,11.733628463203196
00000124,constant,2.0,0.035153894569126015,0.9378898397090573,3.8263082011703844,57.80934611144093,61.635654312611315,6.691911293906652,6.691911293906653,9.977564941195403,9.977564941195403
00000124,rademacher,2.0,0.035153894569126015,0.934465516311215,0.05478754982613765,57.80934611144093,57.75455856161479,6.691911293906652,9.330026912506245,9.977564941195403,13.691062699358794
00000124,gaussian,2.0,0.035153894569126015,0.9353167117434488,0.0675091171232296,57.80934611144093,57.7418369943177,6.691911293906652,10.451904108293789,9.977564941195403,14.94263860369263
00000124,constant,3.0,0.035153894569126015,0.9096481534864355,5.739462301755573,57.80934611144093,63.548808413196504,6.691911293906652,6.691911293906653,9.977564941195403,9.977564941195403
00000124,rademacher,3.0,0.035153894569126015,0.9031958301892066,0.10256070007536522,57.80934611144093,57.706785411365566,6.691911293906652,11.594646712465185,9.977564941195403,16.58811931539504
00000124,gaussian,3.0,0.035153894569126015,0.9034823215104126,0.08065473666356127,57.80934611144093,57.72869137477737,6.691911293906652,13.524044474358819,9.977564941195403,19.111846743653754
00000137,constant,1.0,0.027547900291035505,0.9749112719697786,1.875,72.899169921875,74.774169921875,3.7613470741025075,3.7613470741025052,5.262205644643307,5.262205644643307
00000137,rademacher,1.0,0.027547900291035505,0.9737867944139746,0.0096435546875,72.899169921875,72.9088134765625,3.7613470741025075,4.798517626926174,5.262205644643307,6.6814311149707
00000137,gaussian,1.0,0.027547900291035505,0.9745341347791999,0.07470703125,72.899169921875,72.824462890625,3.7613470741025075,5.333390383618244,5.262205644643307,7.462519595010784
00000137,constant,2.0,0.027547900291035505,0.9510566800974662,3.75,72.899169921875,76.649169921875,3.7613470741025075,3.761347074102508,5.262205644643307,5.262205644643307
00000137,rademacher,2.0,0.027547900291035505,0.9480980044476228,0.14892578125,72.899169921875,72.750244140625,3.7613470741025075,6.968032528804022,5.262205644643307,9.844873306093719
00000137,gaussian,2.0,0.027547900291035505,0.9489066099361129,0.029052734375,72.899169921875,72.92822265625,3.7613470741025075,8.22814089806139,5.262205644643307,11.603775802359126
00000137,constant,3.0,0.027547900291035505,0.9283473502572792,5.625,72.899169921875,78.524169921875,3.7613470741025075,3.761347074102506,5.262205644643307,5.262205644643307
00000137,rademacher,3.0,0.027547900291035505,0.9231765540823897,0.2471923828125,72.899169921875,72.6519775390625,3.7613470741025075,9.499806934835856,5.262205644643307,13.409538619407202
