split,name,pred_foreground_ratio,pred_component_count,pred_profile_count,pred_profile_total_length,pred_cd_mean,pred_cd_std,pred_lwr_3sigma,pred_ler_low_3sigma,pred_ler_high_3sigma,pred_ler_mean_3sigma,pred_edge_psd_hf_ratio_1d,pred_necking_score,pred_bulging_score,disagreement,fg_dev,cc_dev,label
in_dist,00000010,0.5765419,9.0,9.0,4289.0,35.236419,0.911404,2.734212,2.0618359,1.8878197,1.9748278,0.039071572,0.86095101,0.25144092,0.010697032120299821,0.0017623900000000026,0.0,True
in_dist,00000015,0.44828796,11.0,11.0,3328.0,35.311298,1.7691663,5.3074989,3.1119233,3.0146609,3.0632921,0.033478026,0.95373665,0.27463504,0.007786460749652946,3.052000000003385e-05,0.0,False
in_dist,00000017,0.52738571,10.0,10.0,2236.0,61.829606,8.8428873,26.528662,11.349749,10.977554,11.163652,0.02967178,0.96769888,0.091943419,0.005338335262096705,0.0004043599999999925,0.0,False
in_dist,00000021,0.62470245,8.0,8.0,4096.0,39.980957,0.8605569,2.5816707,2.0275159,2.1197531,2.0736345,0.037435156,0.072054862,0.061063184,0.006056196011362869,4.9590000000043766e-05,0.0,False
in_dist,00000023,0.62566376,8.0,8.0,4096.0,40.04248,0.83980601,2.519418,2.0359532,1.9915799,2.0137666,0.036058838,0.0884273,0.07395122,0.005882347099545826,7.24800000000414e-05,0.0,False
in_dist,00000027,0.52318192,7.0,7.0,3584.0,38.26702,0.85704915,2.5711474,1.5937502,1.9336699,1.76371,0.044555707,0.10241742,0.086547333,0.006421691595546952,0.0007553099999999535,0.0,True
in_dist,00000030,0.59031296,8.0,8.0,4096.0,37.780029,0.88732717,2.6619815,1.69558,1.9785483,1.8370641,0.042323184,0.08015852,0.082166446,0.00693004567849298,1.1439999999973693e-05,0.0,False
in_dist,00000032,0.57321548,9.0,9.0,4116.0,36.502915,0.84535828,2.5360748,1.9573719,1.6585704,1.8079711,0.043340353,0.62264151,0.15175636,0.007165039919866056,0.0006103499999999817,1.0,True
in_dist,00000043,0.40407181,5.0,5.0,2560.0,41.376953,0.96627902,2.8988371,2.0535164,2.1441118,2.0988141,0.042177177,0.06187456,0.064037504,0.006401140565801877,5.340999999997598e-05,0.0,False
in_dist,00000045,0.58597183,9.0,9.0,4608.0,33.335286,0.83425628,2.5027689,1.874061,1.8441924,1.8591267,0.034028773,0.23695976,0.12191235,0.00676929676234439,0.0004196100000000147,0.0,False
in_dist,00000048,0.60271454,8.0,8.0,4096.0,38.57373,0.89206727,2.6762018,1.8599837,2.1255299,1.9927568,0.035610391,0.075045164,0.079639074,0.0064783454602540536,0.0009765600000000152,0.0,False
in_dist,00000051,0.21420288,11.0,7.0,1148.0,48.469512,7.9346922,23.804077,9.6301778,9.1384061,9.384292,0.022241524,0.95108438,0.17391304,0.2597836378802518,0.09638977000000001,0.0,False
in_dist,00000057,0.58690262,9.0,9.0,4608.0,33.388238,0.81323332,2.4397,1.7716233,1.7527039,1.7621636,0.039438339,0.30732807,0.26989853,0.007063871169924685,0.0008277899999999949,0.0,True
in_dist,00000059,0.32362366,2.0,2.0,1024.0,82.847656,0.66902371,2.0070711,0.81619802,1.6855474,1.2508727,0.037408682,0.037789516,0.04022755,0.0032527255741574557,8.011000000002211e-05,0.0,False
in_dist,00000060,0.53151703,2.0,2.0,1024.0,136.06836,0.63590142,1.9077043,1.5731533,0.79690164,1.1850275,0.04181882,0.015316986,0.011058452,0.07573720715869348,4.196000000000755e-05,0.0,False
in_dist,00000067,0.57741928,11.0,11.0,4350.0,34.797011,0.91432544,2.7429763,2.0873596,1.7528175,1.9200885,0.047932432,0.86200873,0.225,0.010626899342635387,0.0007896399999999248,0.0,True
in_dist,00000069,0.4797821,6.0,6.0,3072.0,40.941406,0.89712943,2.6913883,1.8745108,1.8772993,1.8759051,0.047217827,0.078195708,0.071286069,0.006624525127743364,9.536999999998352e-05,0.0,False
in_dist,00000070,0.27742767,4.0,4.0,1751.0,41.534552,2.063771,6.191313,3.4932376,3.2890219,3.3911297,0.040474541,0.85383513,0.077541858,0.06038820242464693,0.00013351000000000335,0.0,False
in_dist,00000076,0.26732254,7.0,7.0,1732.0,40.460162,4.3400764,13.020229,11.226213,10.799475,11.012844,0.012296948,0.97641785,0.20618168,0.016381280595891057,0.00012206999999997414,0.0,False
in_dist,00000079,0.32058334,12.0,12.0,2143.0,39.215586,6.4680829,19.404249,12.913923,11.013397,11.96366,0.0068016783,0.97316937,0.42288557,0.009070933606144749,0.0001029899999999695,0.0,False
in_dist,00000082,0.36186218,5.0,5.0,2560.0,37.057812,0.85211757,2.5563527,1.9743804,1.5588948,1.7666376,0.039380143,0.10874462,0.074075801,0.006613940292218512,5.721999999996896e-05,0.0,False
in_dist,00000088,0.56921768,5.0,5.0,2560.0,58.287891,0.73621725,2.2086517,1.3924528,1.3755891,1.384021,0.038058661,0.12143611,0.081309398,0.003629414347699478,0.00014876999999990925,0.0,False
in_dist,00000098,0.32456207,4.0,4.0,2048.0,41.543945,1.0446804,3.1340411,2.0430213,2.164039,2.1035302,0.040023793,0.081961025,0.062992498,0.006325720669214108,0.00027465999999998214,0.0,False
in_dist,00000101,0.31037903,4.0,4.0,2048.0,39.728516,0.80861944,2.4258583,1.3952562,1.8292284,1.6122423,0.043900025,0.069224513,0.061940228,0.005079656616171824,7.247999999998589e-05,0.0,False
in_dist,00000116,0.1828804,9.0,9.0,1179.0,40.664122,8.4376493,25.312948,11.545319,12.417378,11.981349,0.010862719,0.97469253,0.17319508,0.011686952245082538,0.00035477000000000425,0.0,False
in_dist,00000121,0.42100525,6.0,6.0,3072.0,35.925781,0.93988436,2.8196531,2.1532532,1.9423066,2.0477799,0.032096047,0.18901795,0.17141851,0.006356655579512371,6.103000000001746e-05,0.0,True
in_dist,00000124,0.65248108,12.0,12.0,5898.0,29.000339,1.6779435,5.0338305,3.427017,3.2499086,3.3384628,0.033234528,0.8838766,0.29763452,0.01255393319716136,0.0018386800000000925,0.0,False
in_dist,00000136,0.5310173,14.0,14.0,4326.0,32.17938,3.9109672,11.732901,7.7911316,7.5591943,7.675163,0.010100543,0.96595745,0.43825666,0.010480426621019667,0.0009422300000000439,0.0,False
in_dist,00000140,0.6252861,8.0,8.0,4096.0,40.018311,0.9005297,2.7015891,1.9932155,2.0575695,2.0253925,0.041129773,0.071888566,0.07757819,0.006772909069198696,0.00035095000000007204,0.0,False
in_dist,00000143,0.55139923,7.0,7.0,3584.0,40.330915,0.91049955,2.7314986,2.0630596,2.1744578,2.1187587,0.035428741,0.098548656,0.088729944,0.0061053536664981145,0.0001564000000000565,0.0,False
in_dist,00000150,0.34625244,8.0,8.0,2265.0,40.074172,4.3034756,12.910427,9.925619,9.0246508,9.4751349,0.018312722,0.97492379,0.23554462,0.009113783027781985,0.00019836000000000853,0.0,False
in_dist,00000152,0.47888184,7.0,7.0,3263.0,38.472571,1.30971,3.9291301,3.3029226,3.1812411,3.2420818,0.035828282,0.97432796,0.13563001,0.006622846163531815,8.011000000002211e-05,0.0,False
in_dist,00000154,0.44958878,10.0,10.0,2208.0,53.381793,6.8571581,20.571474,8.5122582,8.3741368,8.4431975,0.023702272,0.96950921,0.2,0.0051413663564569,0.00010300000000001974,0.0,True
in_dist,00000157,0.62488174,8.0,8.0,4096.0,39.992432,0.88743506,2.6623052,1.9566245,2.170914,2.0637692,0.040192838,0.086710931,0.065503914,0.0067046634407071926,0.00041581000000001644,0.0,False
in_dist,00000162,0.48108673,6.0,6.0,3072.0,41.052734,0.91841623,2.7552487,2.0421097,1.8687594,1.9554346,0.046391194,0.078395149,0.05936253,0.00588005644778955,1.9070000000009912e-05,0.0,False
in_dist,00000168,0.2734375,3.0,3.0,1536.0,46.666667,0.87441079,2.6232324,1.9535267,1.7659809,1.8597538,0.045034705,0.052131106,0.065911646,0.08031058494603727,8.39200000000151e-05,0.0,False
in_dist,00000171,0.62503815,8.0,8.0,4096.0,40.002441,0.89453283,2.6835985,2.1319106,2.0831292,2.1075199,0.040589981,0.07689309,0.07773644,0.0069446713342481425,0.0001830999999999916,0.0,False
in_dist,00000177,0.62492371,8.0,8.0,4096.0,39.995117,0.91657788,2.7497336,2.1102443,2.0265478,2.0683961,0.037966059,0.092556124,0.058684521,0.006202057554156037,0.00015639999999994547,0.0,False
in_dist,00000185,0.52321243,12.0,12.0,4458.0,30.769852,3.375766,10.127298,7.7972318,8.4824946,8.1398632,0.011114308,0.92870474,0.58740758,0.00851619677049864,0.00019835999999995302,0.0,False
in_dist,00000192,0.47814178,11.0,11.0,3511.0,35.699801,4.188868,12.566604,9.7547171,8.9780949,9.366406,0.023096625,0.95070559,0.3905697,0.008799262045095624,0.0007820099999999996,0.0,False
in_dist,00000196,0.3059082,10.0,10.0,2269.0,35.345527,3.471785,10.415355,5.5129693,4.9649052,5.2389372,0.030477885,0.95137076,0.54298643,0.00862943325853871,0.0003967300000000118,0.0,True
in_dist,00000199,0.45534515,6.0,6.0,3072.0,38.85612,0.81472302,2.4441691,1.9184061,1.5927228,1.7555645,0.044754211,0.066261398,0.060334116,0.007294837506047425,0.00043868999999996383,0.0,False
in_dist,00000410,0.32606506,4.0,4.0,2048.0,41.736328,0.9916194,2.9748582,2.1014889,2.1050648,2.1032769,0.042925479,0.069221088,0.073975668,0.00690273050080048,0.00011825999999998116,0.0,False
in_dist,00000414,0.47916031,7.0,7.0,3428.0,36.642065,1.9342378,5.8027135,5.3924384,5.2883917,5.340415,0.020350247,0.79565396,0.28139282,0.006656607043476703,0.0005683899999999742,0.0,False
in_dist,00000417,0.32580566,4.0,4.0,2048.0,41.703125,0.90860076,2.7258023,1.9492117,1.9525582,1.9508849,0.043660146,0.067133847,0.076384022,0.005921917560721024,0.0003394999999999926,0.0,False
in_dist,00000422,0.55264282,7.0,7.0,3584.0,40.421875,0.87956866,2.638706,1.9851355,1.9675324,1.976334,0.046374947,0.069090909,0.081867322,0.007340466867269968,0.00021744000000001318,0.0,False
in_dist,00000431,0.39663315,5.0,5.0,2560.0,40.615234,0.93575723,2.8072717,2.3293671,2.1823681,2.2558676,0.039819314,0.090227048,0.066765441,0.006882176700358511,9.917999999997651e-05,0.0,False
in_dist,00000433,0.33702469,5.0,5.0,2125.0,41.576,2.1375374,6.4126123,4.7851413,5.3116191,5.0483802,0.034117591,0.94959451,0.16017561,0.0072837588118489505,0.0002365100000000231,0.0,False
in_dist,00000436,0.62326431,8.0,8.0,4096.0,39.888916,0.92386098,2.7715829,2.0209698,2.0397172,2.0303435,0.040636304,0.090631013,0.077894737,0.007061989810557612,0.0006370500000000279,0.0,False
in_dist,00000437,0.4309082,6.0,6.0,3072.0,36.770833,0.87644189,2.6293257,1.9807558,1.6030726,1.7919142,0.040389139,0.15713858,0.14935648,0.006219789379386498,0.0005378699999999959,0.0,False
in_dist,00000439,0.55284882,7.0,7.0,3584.0,40.436942,0.89465831,2.6839749,2.0937215,2.1763299,2.1350257,0.039514048,0.087915262,0.08464131,0.006736435818157305,0.0008888300000000626,0.0,False
in_dist,00000441,0.32584,4.0,4.0,2048.0,41.70752,0.95388836,2.8616651,2.0695574,2.1807319,2.1251446,0.039928815,0.093383038,0.093965149,0.006269515171369533,0.00028991999999999907,0.0,False
in_dist,00000452,0.42088699,8.0,8.0,1786.0,61.779955,8.5290452,25.587136,10.443952,11.355597,10.899774,0.030928634,0.96713615,0.13529587,0.006570863607822441,0.00041580999999996093,0.0,False
in_dist,00000460,0.4866066,14.0,14.0,3761.0,33.916777,4.8082364,14.424709,10.557706,11.329704,10.943705,0.032780813,0.94701171,0.50054526,0.008766754170739688,7.629999999980708e-06,0.0,False
in_dist,00000468,0.28393555,12.0,12.0,1714.0,43.428238,7.4906376,22.471913,9.7523049,10.573084,10.162694,0.022705038,0.97677175,0.33093525,0.010044201557827814,0.00023650999999996758,0.0,True
in_dist,00000481,0.35385895,5.0,5.0,2473.0,37.509907,1.3835261,4.1505783,2.3907481,2.4636462,2.4271971,0.040538397,0.92763083,0.097483691,0.006970094992635567,0.00019455000000001554,0.0,False
in_dist,00000486,0.36316681,5.0,5.0,2277.0,41.810277,1.2956962,3.8870885,2.4508155,2.5424743,2.4966449,0.044261945,0.90170619,0.081231892,0.006609177958771251,0.0003242500000000259,0.0,False
in_dist,00000490,0.49065781,8.0,8.0,2283.0,56.339466,6.091397,18.274191,9.8913462,7.2464527,8.5688995,0.035088111,0.9544568,0.46938776,0.006721104631045249,8.393000000000983e-05,0.0,False
in_dist,00000494,0.52148056,7.0,7.0,3584.0,38.142578,0.8571926,2.5715778,1.9717657,1.516252,1.7440088,0.04467447,0.11078611,0.076416819,0.0064843983131838145,0.0008773799999999277,0.0,False
in_dist,00000495,0.59097672,10.0,10.0,4729.0,32.75978,0.92335009,2.7700503,1.8229728,1.852661,1.8378169,0.05081398,0.89693356,0.099375355,0.008192791023295398,0.0004768400000000339,0.0,False
in_dist,00000496,0.42309189,7.0,7.0,3350.0,33.107761,2.7312661,8.1937982,7.3767481,5.7578734,6.5673107,0.026062368,0.93968323,0.39899811,0.011950062171214082,0.00065993999999997,0.0,False
in_dist,00000497,0.29055405,9.0,9.0,1850.0,41.171351,5.3001313,15.900394,7.5456106,7.6897262,7.6176684,0.039096425,0.95161652,0.14747608,0.009576450370856748,0.00026703000000000143,0.0,False
in_dist,00000514,0.44022369,6.0,6.0,3072.0,37.565755,0.85051094,2.5515328,1.6291956,1.9625952,1.7958954,0.043063975,0.082869803,0.069091921,0.0064606598712358965,2.2880000000002898e-05,0.0,False
in_dist,00000519,0.29002762,12.0,12.0,1720.0,44.209302,7.8371022,23.511307,11.405807,8.7313686,10.068588,0.015338761,0.94085282,0.34529148,0.010752442381666838,0.00036620999999997794,0.0,False
in_dist,00000522,0.62170792,8.0,8.0,4096.0,39.789307,0.94359177,2.8307753,2.0745919,2.2481954,2.1613936,0.036806987,0.09273479,0.063626262,0.006552316163537686,0.00046157999999996147,0.0,False
in_dist,00000526,0.24481964,3.0,3.0,1536.0,41.782552,0.95487929,2.8646379,2.0693937,1.9392748,2.0043342,0.045989498,0.067700065,0.05399083,0.0064797944892672765,0.00026703000000000143,0.0,False
in_dist,00000533,0.2917099,4.0,4.0,1937.0,39.478575,1.5004981,4.5014942,2.832906,2.2722546,2.5525803,0.036956898,0.83165407,0.082223822,0.007149921439684626,7.629000000003439e-05,0.0,False
in_dist,00000537,0.52823257,7.0,7.0,3584.0,38.63644,0.85297482,2.5589245,2.0019373,1.6549881,1.8284627,0.03950433,0.077477477,0.068183973,0.006009250869458138,0.00043868999999996383,0.0,False
in_dist,00000541,0.6580925,13.0,13.0,6656.0,25.91872,0.68746574,2.0623972,1.5658911,1.3859974,1.4759443,0.058063346,0.11008111,0.093855901,0.011723652516561045,0.001529689999999917,0.0,False
in_dist,00000542,0.55213928,8.0,8.0,4096.0,35.336914,0.78098857,2.3429657,1.7714946,1.5997745,1.6856345,0.047295911,0.073489494,0.069786878,0.006643031227435259,0.0008430499999999563,0.0,False
in_dist,00000546,0.47652435,6.0,6.0,3072.0,40.663411,0.88712975,2.6613893,1.5920775,2.0839316,1.8380045,0.038426303,0.066959488,0.061488673,0.005451337257641575,0.00020598999999998924,0.0,False
in_dist,00000555,0.62485886,10.0,10.0,5120.0,31.992773,0.75294253,2.2588276,1.4736284,1.6319393,1.5527838,0.053131087,0.075866084,0.073187773,0.007447599485129963,4.1970000000057794e-05,0.0,False
in_dist,00000559,0.46216965,6.0,6.0,3072.0,39.438477,0.88185106,2.6455532,1.8565581,1.9063789,1.8814685,0.051150504,0.076666975,0.06592644,0.007955148570858328,0.000598910000000008,0.0,True
in_dist,00000563,0.36993408,5.0,5.0,2560.0,37.88125,0.91130358,2.7339107,2.0568198,1.6207778,1.8387988,0.038905738,0.089862937,0.059036456,0.006317443461396954,0.00029372999999999205,0.0,False
in_dist,00000570,0.32337952,4.0,4.0,2048.0,41.392578,0.94126526,2.8237958,1.8641121,2.0283318,1.946222,0.043419761,0.083949338,0.06103994,0.005419834859733519,3.8140000000019825e-05,0.0,False
in_dist,00000575,0.5815239,11.0,11.0,4562.0,33.415826,0.9415889,2.8247667,2.1863363,1.9401966,2.0632664,0.035196695,0.86943005,0.48920863,0.01171478623093325,0.0023651199999999983,0.0,False
in_dist,00000584,0.30033493,4.0,4.0,2048.0,38.442871,0.82264355,2.4679307,2.1051617,1.5009763,1.803069,0.032462769,0.068243858,0.054860812,0.005539197835560006,7.629999999980708e-06,0.0,False
in_dist,00000589,0.5630455,14.0,14.0,4527.0,32.606583,3.7662712,11.298814,6.2320375,7.3913201,6.8116788,0.015755789,0.90836299,0.64946619,0.01101769500202232,0.000152590000000008,0.0,False
in_dist,00000591,0.29212189,6.0,6.0,1918.0,39.932221,2.3380945,7.0142834,3.7296128,3.4034834,3.5665481,0.022666402,0.92874299,0.16420846,0.0067164412901895565,0.00014495999999997178,0.0,False
in_dist,00000592,0.38482666,10.0,10.0,2863.0,35.235767,4.2856725,12.857018,10.899112,10.558668,10.72889,0.0076491668,0.97435369,0.31026426,0.009401134606751627,1.9070000000009912e-05,0.0,False
in_dist,00000627,0.61240387,9.0,9.0,4262.0,37.667292,1.0861683,3.258505,2.9630479,2.8963494,2.9296986,0.04140826,0.66145479,0.19115936,0.006812709729927757,0.0007324200000000669,0.0,False
in_dist,00000635,0.40320969,5.0,5.0,2560.0,41.288672,0.96961512,2.9088453,2.0597114,1.9090779,1.9843946,0.047309252,0.11736477,0.073475283,0.007289736996071494,0.00011063000000000045,0.0,False
in_dist,00000642,0.6221962,8.0,8.0,4096.0,39.820557,0.90691457,2.7207437,2.3311133,2.2150476,2.2730804,0.033899444,0.07009621,0.083144741,0.0076074742620638736,0.0008850099999999639,0.0,False
in_dist,00000643,0.32020569,4.0,4.0,2048.0,40.986328,0.90594186,2.7178256,1.913454,1.9715855,1.9425198,0.043875469,0.066043031,0.071598929,0.005600506986673359,0.00014495999999997178,0.0,False
in_dist,00000644,0.40906525,5.0,5.0,2560.0,41.888281,0.84676591,2.5402977,1.8864218,1.8974999,1.8919609,0.044598519,0.071201814,0.055818531,0.006140114265623442,0.00017928999999999862,0.0,False
in_dist,00000647,0.5733223,8.0,8.0,4096.0,36.692627,0.92483485,2.7745045,2.2333068,1.955818,2.0945624,0.032529134,0.16352295,0.14065053,0.006735227574722891,0.0008125299999999225,0.0,True
in_dist,00000654,0.209095,7.0,7.0,1337.0,40.999252,5.041202,15.123606,6.931598,7.6970236,7.3143108,0.028037247,0.97563786,0.16938272,0.00883340567005364,0.00019837000000000327,0.0,False
in_dist,00000668,0.39468765,6.0,6.0,2636.0,39.250759,2.7460725,8.2382175,5.4289657,5.7711546,5.6000602,0.027135229,0.97509681,0.27006276,0.005905589730603178,0.00017928999999999862,0.0,False
in_dist,00000673,0.24289322,6.0,6.0,1513.0,42.087905,4.2373113,12.711934,5.8519763,7.0000622,6.4260193,0.029331705,0.97560579,0.1709221,0.012001413319742138,0.00027465999999998214,0.0,False
in_dist,00000678,0.30608368,4.0,4.0,2048.0,39.178711,0.88627828,2.6588348,1.6264818,1.9860207,1.8062513,0.033959978,0.071342201,0.085870487,0.005578308316657066,0.00022125000000000616,0.0,False
in_dist,00000684,0.32507324,11.0,11.0,2147.0,39.694923,4.9393032,14.81791,7.4455098,7.0894403,7.2674751,0.021188562,0.95177213,0.17007797,0.010959298450834765,0.00011443999999999344,0.0,False
in_dist,00000704,0.57504272,11.0,11.0,4172.0,36.132311,3.9739879,11.921964,7.7585153,8.1287721,7.9436437,0.013332661,0.97150307,0.25525971,0.00913995473972451,0.0001564000000000565,0.0,False
in_dist,00000707,0.3755455,5.0,5.0,2560.0,38.455859,0.9144189,2.7432567,1.6225512,1.985651,1.8041011,0.039688141,0.070910106,0.07925801,0.006405334414631647,0.00035857999999999723,0.0,False
in_dist,00000711,0.24523544,3.0,3.0,1536.0,41.853516,0.98773046,2.9631914,1.9846542,2.1112525,2.0479534,0.044888122,0.1200706,0.070184402,0.023445722795301216,0.00024031999999998832,0.0,False
in_dist,00000719,0.62153244,8.0,8.0,4096.0,39.778076,0.90165589,2.7049677,1.8352036,2.1381588,1.9866812,0.03613446,0.073053775,0.069101151,0.0056938181732073545,0.0005340600000000029,0.0,False
in_dist,00000729,0.62266159,8.0,8.0,4096.0,39.850342,0.9349033,2.8047099,1.8631445,2.1230329,1.9930887,0.035744162,0.078868035,0.072538608,0.006262924618535504,0.00019835999999995302,0.0,False
in_dist,00000733,0.36428833,5.0,5.0,2560.0,37.303125,0.8566962,2.5700886,1.7136556,2.1127604,1.913208,0.037100146,0.10571796,0.08255194,0.0065347434140224925,0.0003166199999999897,0.0,False
in_dist,00000734,0.6236496,8.0,8.0,4096.0,39.913574,0.87823097,2.6346929,2.0987248,2.0836897,2.0912072,0.03584138,0.072191204,0.062923237,0.0062973596306298285,0.0005111700000000052,0.0,False
in_dist,00000738,0.30582047,4.0,4.0,2048.0,39.14502,0.87712788,2.6313836,2.0333018,1.5724105,1.8028562,0.040033785,0.070477609,0.072525836,0.006486847121510375,3.052000000003385e-05,0.0,False
in_dist,00000739,0.60110474,8.0,8.0,4057.0,38.840523,1.4271483,4.2814449,2.770313,2.4366667,2.6034898,0.039814835,0.90089636,0.090139994,0.0070021696192791305,0.00045775999999997374,0.0,False
in_dist,00000755,0.24643707,3.0,3.0,1536.0,42.058594,1.0601831,3.1805494,2.1342694,2.2477734,2.1910214,0.044269353,0.069481337,0.084446082,0.007776971044262115,0.0002784700000000029,0.0,False
in_dist,00000756,0.5857811,9.0,9.0,4608.0,33.324436,0.83978318,2.5193495,1.82075,1.7245922,1.7726711,0.037496779,0.26931702,0.19804297,0.006561147045940796,0.0006103500000000928,0.0,False
in_dist,00000758,0.47286987,6.0,6.0,3072.0,40.351562,0.8946907,2.6840721,2.0240826,1.8729146,1.9484986,0.046044021,0.064705317,0.068734158,0.006163644026395354,4.577999999999527e-05,0.0,False
in_dist,00000760,0.63069916,13.0,13.0,5570.0,29.67684,1.1244913,3.3734738,2.1521248,2.0310468,2.0915858,0.04555939,0.88463911,0.28380386,0.012754086085581373,0.0011291500000000232,1.0,False
in_dist,00000762,0.30577469,4.0,4.0,1711.0,46.912332,11.694708,35.084123,29.553412,28.886808,29.22011,0.015037133,0.80957563,0.89680855,0.007411817409646915,0.00010300000000001974,0.0,False
in_dist,00000772,0.50037003,7.0,7.0,3584.0,36.598493,0.86032489,2.5809747,2.0774952,1.6522539,1.8648745,0.037495823,0.10801394,0.083125933,0.006306273025003861,0.000152590000000008,0.0,False
in_dist,00000773,0.6162529,8.0,8.0,4096.0,39.440186,0.84113251,2.5233975,1.7432093,2.055425,1.8993172,0.035665904,0.065094014,0.066613759,0.0055159174348270446,0.00013351000000005886,0.0,False
in_dist,00000778,0.45854568,7.0,7.0,3584.0,33.539342,0.83363306,2.5008992,1.6572807,1.6381615,1.6477211,0.038809005,0.13840976,0.14878699,0.006294691835379784,0.00027847000000003064,0.0,False
in_dist,00000789,0.61660767,8.0,8.0,4096.0,39.462891,0.89557212,2.6867164,1.819487,2.0429221,1.9312046,0.036006152,0.087615088,0.081017382,0.005748588380072306,0.00016783999999991916,0.0,False
in_dist,00000791,0.62525558,12.0,12.0,5612.0,29.206522,1.3241359,3.9724078,3.0422387,2.5955557,2.8188972,0.034989247,0.86198965,0.24209316,0.008832003516016429,0.0005264200000000274,0.0,False
in_dist,00000796,0.61151505,8.0,8.0,4096.0,39.136963,0.88229996,2.6468999,2.014566,1.7627702,1.8886681,0.03996475,0.070461237,0.076156027,0.007708540977887091,0.00043106000000003863,0.0,False
in_dist,00000797,0.27526474,11.0,11.0,2364.0,30.524112,3.9569138,11.870741,7.0443024,6.9584266,7.0013645,0.012772908,0.95097071,0.34693878,0.009121545870537706,6.10400000000122e-05,0.0,False
in_dist,00000798,0.38334656,5.0,5.0,2560.0,39.254688,0.88425849,2.6527755,2.0513749,1.6177956,1.8345852,0.038964773,0.082613425,0.062040355,0.006148660124466354,0.00013732999999999107,0.0,False
in_dist,00000801,0.58065033,8.0,8.0,4096.0,37.161621,0.91979912,2.7593974,2.111968,1.8412712,1.9766196,0.03610464,0.16563846,0.13234781,0.006618912911901753,0.00046157999999996147,0.0,False
in_dist,00000803,0.37467575,5.0,5.0,2560.0,38.366797,0.93545235,2.8063571,2.0149622,1.6597534,1.8373578,0.037116983,0.084505947,0.065204029,0.006046120438107927,0.0002632099999999582,0.0,False
in_dist,00000805,0.60407257,9.0,9.0,4430.0,35.745824,1.0738512,3.2215537,1.9904999,2.1490801,2.06979,0.050135138,0.79515486,0.076258321,0.008470310903284428,0.0001449600000000828,0.0,False
in_dist,00000809,0.30026627,4.0,4.0,2048.0,38.433105,0.95122946,2.8536884,1.4939828,2.0653264,1.7796546,0.036706624,0.090033207,0.056511748,0.006183565953743808,0.0002937399999999868,0.0,False
in_dist,00000815,0.3405571,7.0,7.0,2749.0,32.475446,2.7899019,8.3697058,4.7482135,3.6314597,4.1898366,0.021229731,0.87917613,0.8560914,0.009045830802495547,0.00028610000000001135,0.0,False
in_dist,00000003,0.58150101,9.0,9.0,4596.0,33.161662,0.91761949,2.7528585,2.0506438,1.9136392,1.9821415,0.036472642,0.85388662,0.31502046,0.011815357103653223,0.0013580399999999493,1.0,True
in_dist,00000009,0.28159332,15.0,15.0,1853.0,39.840799,8.0361063,24.108319,10.097653,11.650252,10.873953,0.03623152,0.97572738,0.63250883,0.01021918924924703,0.00030136000000002827,0.0,False
in_dist,00000022,0.62488174,8.0,8.0,4096.0,39.992432,0.82508417,2.4752525,1.9140194,1.9471834,1.9306014,0.040507761,0.075504871,0.07479008,0.00620006043190624,1.5249999999911168e-05,0.0,False
in_dist,00000024,0.58327103,10.0,10.0,4591.0,33.304509,0.86801252,2.6040376,1.8323036,1.8394687,1.8358861,0.033916231,0.72648084,0.23083624,0.00895466813466983,0.0006370600000000781,0.0,True
in_dist,00000036,0.59969711,8.0,8.0,4096.0,38.380615,0.88330385,2.6499116,1.7404492,1.9995292,1.8699892,0.041809544,0.074954832,0.075420086,0.006177869066685493,7.24800000000414e-05,0.0,False
in_dist,00000044,0.36109543,5.0,5.0,2560.0,36.976172,0.91526296,2.7457889,2.0180323,1.5247929,1.7714126,0.039526351,0.089980004,0.080648745,0.005808574691510082,3.8099999999929857e-06,0.0,False
in_dist,00000047,0.57369995,9.0,9.0,4140.0,36.32657,0.90322983,2.7096895,2.1187438,1.730735,1.9247394,0.039352584,0.70568562,0.23054169,0.007881895480693957,0.0008125299999999225,1.0,True
in_dist,00000053,0.59340286,9.0,9.0,4608.0,33.75803,0.79481611,2.3844483,1.6804863,1.6400169,1.6602516,0.038918957,0.20672864,0.24656928,0.0063149716410705325,0.0,0.0,True
in_dist,00000054,0.3922348,6.0,6.0,2686.0,38.280715,2.2269243,6.6807728,3.2764253,3.7852919,3.5308586,0.03408635,0.95111431,0.12221298,0.006359548787817193,1.1450000000023941e-05,0.0,False
in_dist,00000055,0.50026321,12.0,12.0,2653.0,49.432718,6.1199142,18.359743,8.7767676,6.3727852,7.5747764,0.023285098,0.97985426,0.39339339,0.0058816748753045545,0.0004997300000000315,0.0,False
in_dist,00000056,0.62826157,8.0,8.0,4096.0,40.20874,0.95897744,2.8769323,2.1312144,2.0209595,2.0760869,0.041998208,0.094295121,0.06836248,0.007719420376458674,0.00023650999999991207,0.0,False
in_dist,00000062,0.5474205,7.0,7.0,2260.0,63.496903,6.4467706,19.340312,8.2991493,9.1533458,8.7262476,0.032053672,0.97303634,0.48300117,0.00528171463847793,0.0005950900000000203,0.0,False
in_dist,00000074,0.3360672,9.0,9.0,2350.0,37.488511,3.2743356,9.8230069,5.319321,4.8537288,5.0865249,0.028523686,0.97645161,0.16859887,0.007280574787574046,7.247999999998589e-05,0.0,False
