split,model,name,disagreement,abs_err_cd_mean,pred_fg_dev,pred_cc_dev
extreme,hrnet,12,0.01041558836504064,0.40736607,0.002555839999999976,0.0
extreme,segformer,12,0.010064613191375749,0.42578125,0.0022849999999999815,0.0
extreme,unet,13,0.009015727259626849,1.0710938,0.001529690000000028,0.0
extreme,deeplabv3plus,13,0.013804560788704734,1.2632813,0.0034065200000000795,0.0
extreme,hrnet,13,0.009194647659955368,0.91445313,0.001529690000000028,0.0
extreme,segformer,13,0.008955319423384567,0.8640625,0.0020370499999999847,0.0
extreme,unet,14,0.23619089773110769,0.078125,0.0002441400000000038,0.0
extreme,deeplabv3plus,14,0.2367617340890008,0.021484375,0.00012969999999999648,0.0
extreme,hrnet,14,0.23589297060248915,0.046875,0.00012969999999999648,0.0
extreme,segformer,14,0.6939854159219776,30.199355,0.24165725999999998,3.0
extreme,unet,15,0.010808601185900435,1.2257813,0.0025901799999999975,0.0
extreme,deeplabv3plus,15,0.018778999006872632,0.98320313,0.003971100000000005,0.0
extreme,hrnet,15,0.010762942842012513,1.0410156,0.0007858299999999874,0.0
extreme,segformer,15,0.010716800538072668,0.96289062,0.0007858299999999874,0.0
extreme,unet,16,0.23237011332940882,0.15234375,0.0006446899999999894,1.0
extreme,deeplabv3plus,16,0.23482031891718202,1.2068259,0.0003089899999999951,1.0
extreme,hrnet,16,0.23247521833706475,0.01953125,0.0003089899999999951,1.0
extreme,segformer,16,0.6816919489957702,30.24771,0.23682022,2.0
extreme,unet,17,0.020490441496080147,0.0012900905,0.0059814400000000045,1.0
extreme,deeplabv3plus,17,0.02547878291826422,0.51033925,0.0059814400000000045,2.0
extreme,hrnet,17,0.022572210993546005,0.63051469,0.008857719999999958,0.0
extreme,segformer,17,0.02293248424275618,0.12396216,0.0063438400000001005,0.0
extreme,unet,18,0.014905839610548255,0.12158203,0.0061340300000000125,0.0
extreme,deeplabv3plus,18,0.018719104397789565,0.5024931,0.008769990000000005,0.0
extreme,hrnet,18,0.01677193185395842,0.13259218,0.0061340300000000125,3.0
extreme,segformer,18,0.01659125951060625,0.1188151,0.006469729999999951,0.0
extreme,unet,19,0.011459701005169909,0.02750651,0.0021896399999999927,0.0
extreme,deeplabv3plus,19,0.01519270448847998,0.45784505,0.008914949999999977,0.0
extreme,hrnet,19,0.010818459774630695,0.13330078,0.0013084500000000165,0.0
extreme,segformer,19,0.01119765698978814,0.077473958,0.0013084500000000165,0.0
extreme,unet,2,0.028514592473010247,0.58375642,0.001365670000000041,1.0
extreme,deeplabv3plus,2,0.02931314948408159,0.33955879,0.0021400500000000044,2.0
extreme,hrnet,2,0.026242509546911985,2.3870165,0.001365670000000041,1.0
extreme,segformer,2,0.04461138473405546,7.1551282,0.009811400000000026,1.0
extreme,unet,20,0.013564736189866533,0.029947917,0.007350929999999978,0.0
extreme,deeplabv3plus,20,0.017554240867825865,0.45947266,0.006916040000000012,0.0
extreme,hrnet,20,0.012821991060753213,0.16438802,0.004188540000000018,0.0
extreme,segformer,20,0.018842261756591205,0.34261068,0.004188540000000018,0.0
extreme,unet,22,0.007646831053302328,3.4151088,0.0010108899999999865,0.0
extreme,deeplabv3plus,22,0.009233614841337001,3.5554897,0.002193450000000041,0.0
extreme,hrnet,22,0.007801576383708486,3.4798061,0.0010108899999999865,0.0
extreme,segformer,22,0.008043229737404567,3.3701869,0.0017127999999999588,0.0
extreme,unet,23,0.006988717987196025,0.33175223,0.0012397699999999734,0.0
extreme,deeplabv3plus,23,0.009644896454943486,0.0053013393,0.003555299999999928,0.0
extreme,hrnet,23,0.0068527230954439355,0.2547433,0.00018691999999997932,0.0
extreme,segformer,23,0.007087181938777776,0.24107143,0.00018691999999997932,0.0
extreme,unet,24,0.0068241997312284974,0.18632812,0.0015602099999999508,0.0
extreme,deeplabv3plus,24,0.008454726276699076,0.14492188,0.0021400400000000097,0.0
extreme,hrnet,24,0.006560362465465874,0.06953125,0.00028991999999994356,0.0
extreme,segformer,24,0.006292197806785693,0.07421875,0.00028991999999994356,0.0
extreme,unet,25,0.00829433548866898,0.061924713,0.0004844600000000199,0.0
extreme,deeplabv3plus,25,0.010453461445262935,0.25538744,0.0020675599999999683,0.0
extreme,hrnet,25,0.0078245816086836,0.042161262,0.00011062000000000571,0.0
extreme,segformer,25,0.00775107131751529,0.0068775791,0.00011062000000000571,0.0
extreme,unet,26,0.00811885098927334,0.21766519,0.0019760200000000783,0.0
extreme,deeplabv3plus,26,0.01067704761047994,0.15582738,0.003524780000000005,0.0
extreme,hrnet,26,0.007644370370886722,0.060304838,0.0008583100000000288,0.0
extreme,segformer,26,0.007859365608525515,0.11928825,0.0008583100000000288,0.0
extreme,unet,27,0.009916507019575582,0.12223591,0.0023727399999999843,0.0
extreme,deeplabv3plus,27,0.013258796236672477,0.30549085,0.005466459999999951,0.0
extreme,hrnet,27,0.009269235113726015,0.022722056,0.0005798299999999479,0.0
extreme,segformer,27,0.009556423922567725,0.011338182,0.0005798299999999479,0.0
extreme,unet,28,0.010037314289947141,0.038837546,0.001995089999999977,0.0
extreme,deeplabv3plus,28,0.012861536086091863,0.38988119,0.006595620000000024,0.0
extreme,hrnet,28,0.009612098281884474,0.13007827,0.0015297000000000782,0.0
extreme,segformer,28,0.010435129972607649,0.061569054,0.0015297000000000782,0.0
extreme,unet,29,0.00958955101938308,0.0109699,0.0013542199999999616,0.0
extreme,deeplabv3plus,29,0.01323193975459136,0.40618471,0.0057830800000000515,0.0
extreme,hrnet,29,0.009012339290074944,0.07755007,0.0005340600000000029,0.0
extreme,segformer,29,0.009321549662682393,0.061482004,0.0005340600000000029,0.0
extreme,unet,3,0.009141932871756353,0.21302285,0.0005416799999999888,0.0
extreme,deeplabv3plus,3,0.010992094981141065,0.059963079,0.0027427600000000107,0.0
extreme,hrnet,3,0.008513001730030667,0.18906584,0.0005416799999999888,0.0
extreme,segformer,3,0.00853401174941093,0.22854679,0.0006790099999999799,0.0
extreme,unet,30,0.010390455643412455,0.03788024,0.0032920899999999698,0.0
extreme,deeplabv3plus,30,0.013364484305856572,0.32987984,0.00658417,0.0
extreme,hrnet,30,0.009749853788066587,0.11676375,0.002376559999999972,0.0
extreme,segformer,30,0.010792535491114918,0.0063559364,0.002376559999999972,0.0
