fold,model,name,iou,abs_err_cd_mean,abs_err_lwr_3sigma,abs_err_ler_mean_3sigma
0,hrnet,194,0.9893895964878706,0.024274554,0.27183336,0.1466329
0,hrnet,198,0.9886665451509031,0.049316406,0.25097309,0.1595269
0,hrnet,408,0.9896803339486124,0.0023331778,0.13278179,0.15523944
0,hrnet,411,0.9884403331703959,0.055444054,0.10841727,0.10097848
0,hrnet,412,0.9887317221044082,0.072915538,0.095697542,0.041632053
0,hrnet,413,0.988921852451812,0.080342929,0.35687013,0.17995008
0,hrnet,424,0.9895274135342871,0.022283376,0.016099613,0.027636611
0,hrnet,425,0.9877003910783239,0.058318099,0.56115423,0.23251797
0,hrnet,435,0.9893964235906672,0.0069754464,0.22084882,0.16129506
0,hrnet,442,0.9878924586953753,0.14616482,0.20239727,0.09270417
0,hrnet,446,0.9893669909994933,0.0868635,0.10408374,0.12122853
0,hrnet,455,0.9903246189074814,0.019140625,0.29044877,0.19698
0,hrnet,466,0.9874544284784608,0.076514579,0.70789159,0.39006077
0,hrnet,473,0.9876200579678825,0.12460937,0.33499175,0.22503441
0,hrnet,475,0.988314574520054,0.035644531,0.16076523,0.11525329
0,hrnet,479,0.9898796821192509,0.031982422,0.16220529,0.12688762
0,hrnet,482,0.9891459582966875,0.005859375,0.16013578,0.14935482
0,hrnet,489,0.9877087593718178,0.2812021,1.2629456,0.61814466
0,hrnet,493,0.9895734747918357,0.049804688,0.14923592,0.12415183
0,hrnet,513,0.9898560426053641,0.037946429,0.19209976,0.12698351
0,hrnet,517,0.9875055201893694,0.10397814,0.13974822,0.085962337
0,hrnet,531,0.9898141562245902,0.052791493,0.27602365,0.19529014
0,hrnet,532,0.989501280181076,0.081542969,0.22074643,0.12539444
0,hrnet,536,0.9847370925517669,0.21800677,0.71504724,0.37298188
0,hrnet,543,0.9897930217333476,0.10400391,0.22283083,0.14440438
0,hrnet,544,0.9846035564916359,0.2075547,0.041875744,0.11743645
0,hrnet,545,0.9878817161468376,0.016927083,0.21512259,0.16567569
0,hrnet,548,0.9898332207762062,0.021633931,0.15562588,0.10028955
0,hrnet,554,0.9898988469965411,0.030133929,0.26687,0.15444857
0,hrnet,566,0.9894864440880148,0.065104167,0.28460941,0.19380974
0,hrnet,571,0.9880255854220531,0.03440805,0.052843705,0.0084069013
0,hrnet,585,0.9899575080676737,0.079101562,0.26840659,0.16381486
0,hrnet,605,0.9856137022901867,0.12569278,0.00099504842,0.042718826
0,hrnet,607,0.9879296604593198,0.045276989,0.23654461,0.15713409
0,hrnet,608,0.9905676545833544,0.0009765625,0.27038566,0.16921564
